w1gmag,w1gerr,w2gmag,w2gerr,w3gmag,w3gerr,w1mag_2,w1sigm_2,w2mag_2,w2sigm_2,w3mag_2,w3sigm_2,w1gflg,w1flg_2,w2gflg,w2flg_2,w3gflg,w3flg_2,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,cc_flags
12.115,0.006,12.109,0.012,11.427,0.152,12.392,0.006,12.414,0.012,11.894,0.175,1.0,0.0,1.0,0.0,0.0,0.0,18.67314,0.05180556,17.85393,0.04361239,0000
12.738,0.007,12.748,0.011,12.48,0.223,12.797,0.007,12.813,0.011,12.581,0.231,1.0,1.0,1.0,1.0,1.0,1.0,17.72634,0.003552864,16.85431,0.002826064,0000
12.065,0.007,12.065,0.018,11.651,0.216,12.361,0.008,12.383,0.018,12.16,0.254,0.0,0.0,0.0,0.0,0.0,0.0,17.63648,0.003748256,16.75064,0.002850594,0000
12.328,0.006,12.357,0.012,12.234,0.219,12.417,0.006,12.446,0.013,12.364,0.237,1.0,1.0,1.0,1.0,1.0,1.0,17.64606,0.003370095,16.76927,0.00238749,0000
12.123,0.007,12.125,0.012,11.662,0.173,12.292,0.007,12.308,0.012,11.96,0.195,1.0,1.0,1.0,1.0,1.0,1.0,16.80681,0.002482148,16.0505,0.002049057,0000
12.028,0.006,12.019,0.012,11.754,0.138,12.314,0.006,12.326,0.012,12.129,0.153,1.0,1.0,1.0,1.0,1.0,1.0,17.75623,0.004757718,16.82265,0.006083963,0000
12.206,0.006,12.163,0.014,12.209,0.202,12.474,0.006,12.454,0.014,12.646,0.237,1.0,1.0,1.0,1.0,1.0,1.0,17.67025,0.003526172,16.79822,0.002417912,0000
13.019,0.011,12.977,0.016,11.894,0.198,13.078,0.012,13.042,0.016,12.015,0.212,1.0,1.0,1.0,1.0,1.0,1.0,18.00826,0.006000745,17.21492,0.006364504,0000
12.47,0.007,12.444,0.015,12.283,0.272,12.582,0.007,12.571,0.015,12.458,0.288,1.0,1.0,1.0,1.0,1.0,1.0,17.53278,0.003692713,16.66133,0.002220723,0000
11.762,0.006,11.714,0.008,11.064,0.085,12.219,0.006,12.211,0.008,11.822,0.096,17.0,0.0,1.0,0.0,1.0,0.0,17.44248,0.003353365,16.54686,0.002595915,0000
12.356,0.007,12.39,0.012,11.618,0.285,12.64,0.007,12.703,0.012,12.134,0.343,1.0,1.0,1.0,1.0,1.0,1.0,17.62252,0.003453389,16.80199,0.002759284,0000
12.174,0.007,12.179,0.011,11.838,0.306,12.47,0.008,12.503,0.012,12.29,0.346,1.0,1.0,1.0,1.0,1.0,1.0,17.94269,0.004049926,16.97193,0.002657132,0000
12.164,0.007,12.168,0.012,11.678,0.151,12.445,0.007,12.478,0.012,12.123,0.171,0.0,0.0,0.0,0.0,0.0,0.0,17.61091,0.003468981,16.72254,0.002388794,0000
12.801,0.009,12.791,0.015,12.602,0.422,13.006,0.009,13.016,0.015,13.007,0.514,1.0,1.0,1.0,1.0,1.0,1.0,18.41204,0.0107584,17.46909,0.01258005,0000
11.875,0.007,11.857,0.01,11.249,0.173,12.157,0.007,12.167,0.01,11.672,0.186,1.0,0.0,1.0,0.0,1.0,0.0,17.47416,0.003229651,16.50436,0.002568881,0000
11.922,0.008,11.939,0.014,11.521,0.178,12.606,0.009,12.647,0.016,12.423,0.246,1.0,1.0,1.0,1.0,1.0,1.0,18.35196,0.009049282,17.4463,0.00802605,0000
12.659,0.007,12.699,0.014,12.369,0.265,12.632,0.007,12.664,0.015,12.319,0.265,1.0,1.0,1.0,1.0,1.0,1.0,17.21702,0.002886388,16.40238,0.00228591,0000
12.266,0.006,12.259,0.01,11.817,0.182,12.315,0.006,12.308,0.011,11.884,0.188,1.0,1.0,1.0,1.0,1.0,1.0,16.82319,0.002608244,16.06582,0.00189062,0000
13.482,0.012,13.584,0.028,13.17,0.41,13.527,0.012,13.632,0.028,13.221,0.417,0.0,0.0,0.0,0.0,0.0,0.0,18.47374,0.005406276,17.68807,0.004578242,0000
12.117,0.007,12.169,0.013,12.041,0.275,12.312,0.007,12.375,0.013,12.269,0.286,1.0,1.0,1.0,1.0,1.0,1.0,18.03872,0.04715515,17.10496,0.03624167,0000
12.778,0.009,12.76,0.019,11.907,0.302,12.881,0.009,12.878,0.02,12.078,0.324,1.0,1.0,1.0,1.0,1.0,1.0,18.06375,0.004865014,17.18914,0.004068545,0000
13.065,0.01,13.115,0.022,12.158,0.259,13.078,0.01,13.128,0.023,12.207,0.274,1.0,1.0,1.0,1.0,1.0,1.0,18.15981,0.004114013,17.22529,0.003554819,0000
11.301,0.006,11.332,0.007,11.04,0.066,11.6,0.006,11.666,0.007,11.5,0.072,1.0,0.0,1.0,0.0,1.0,0.0,16.80587,0.002418889,15.97206,0.001687072,0000
12.926,0.009,12.924,0.012,12.982,0.27,13.021,0.009,13.031,0.012,13.112,0.277,0.0,0.0,16.0,16.0,0.0,0.0,18.17516,0.004470837,17.25978,0.003528789,0000
12.678,0.008,12.667,0.014,12.362,0.366,12.776,0.008,12.777,0.014,12.462,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1e+20,1e+20,1e+20,1e+20,0000
12.028,0.006,12.011,0.009,11.775,0.197,12.296,0.006,12.308,0.009,12.161,0.209,0.0,0.0,0.0,0.0,0.0,0.0,17.50868,0.003187298,16.59681,0.002146714,0000
12.28,0.007,12.246,0.014,12.21,0.363,12.397,0.007,12.374,0.014,12.404,0.397,1.0,1.0,1.0,1.0,1.0,1.0,17.48505,0.003659103,16.59725,0.002372947,0000
11.889,0.006,11.839,0.008,11.686,0.146,12.284,0.006,12.267,0.009,12.266,0.169,17.0,1.0,1.0,1.0,1.0,1.0,17.78923,0.004267113,16.8612,0.002720286,0000
11.355,0.006,11.347,0.008,10.828,0.113,11.914,0.006,11.948,0.008,11.692,0.142,17.0,17.0,1.0,1.0,1.0,1.0,20.40087,0.05255879,19.50233,0.04375588,0000
12.954,0.008,12.982,0.015,11.993,0.183,13.022,0.008,13.057,0.015,12.094,0.19,1.0,1.0,1.0,1.0,1.0,1.0,18.37186,0.01212798,17.4696,0.006516947,0000
12.4,0.007,12.353,0.013,11.962,0.171,12.68,0.007,12.66,0.013,12.429,0.195,1.0,1.0,1.0,1.0,1.0,1.0,17.99977,0.004345341,17.0445,0.003193585,0000
13.088,0.008,13.12,0.017,12.697,0.433,13.193,0.008,13.233,0.017,12.852,0.456,17.0,16.0,1.0,0.0,0.0,0.0,18.40116,0.005944259,17.43077,0.003223563,0000
12.697,0.007,12.736,0.013,12.562,0.3,12.692,0.007,12.731,0.013,12.518,0.297,0.0,0.0,0.0,0.0,0.0,0.0,17.8773,0.004340509,17.0103,0.002732431,0000
12.261,0.007,12.249,0.011,12.261,0.273,12.419,0.007,12.43,0.011,12.55,0.298,1.0,1.0,1.0,1.0,1.0,1.0,16.95471,0.002329349,16.22165,0.002050329,0000
12.864,0.007,12.849,0.014,12.724,0.348,12.917,0.007,12.909,0.014,12.807,0.355,1.0,1.0,1.0,1.0,1.0,1.0,17.73054,0.00328771,16.90019,0.002434657,0000
11.156,0.006,11.184,0.009,10.624,0.113,11.708,0.006,11.767,0.008,11.397,0.116,1.0,1.0,1.0,1.0,1.0,1.0,18.97115,0.06900747,18.07238,0.06671914,0000
12.484,0.007,12.458,0.011,11.919,0.272,12.63,0.008,12.619,0.011,12.182,0.303,1.0,1.0,1.0,1.0,1.0,1.0,17.95004,0.004348705,17.04001,0.003151093,0000
11.665,0.008,11.62,0.009,10.9,0.135,12.167,0.008,12.164,0.009,11.75,0.179,1.0,1.0,17.0,1.0,1.0,1.0,17.84543,0.1045967,16.83823,0.02029151,0000
13.016,0.008,12.995,0.02,12.503,0.224,13.011,0.009,12.984,0.021,12.453,0.224,1.0,1.0,1.0,1.0,1.0,1.0,17.88256,0.004464673,17.00625,0.003034458,0000
12.882,0.008,12.888,0.017,12.36,0.254,13.035,0.009,13.054,0.017,12.594,0.281,1.0,1.0,1.0,1.0,1.0,1.0,18.39466,0.007671253,17.45806,0.00477222,0000
12.15,0.006,12.148,0.009,12.066,0.129,12.292,0.006,12.307,0.009,12.275,0.136,0.0,0.0,0.0,0.0,0.0,0.0,17.309,0.002951241,16.43966,0.001977225,0000
12.54,0.008,12.549,0.013,12.35,0.309,12.791,0.008,12.816,0.014,12.776,0.362,1.0,1.0,1.0,1.0,1.0,1.0,18.3028,0.005116844,17.35747,0.003699484,0000
12.968,0.008,12.962,0.018,12.776,0.35,13.105,0.008,13.111,0.019,12.935,0.359,0.0,0.0,0.0,0.0,0.0,0.0,18.45251,0.007192752,17.51331,0.00439366,0000
12.827,0.007,12.846,0.016,12.633,0.234,12.89,0.007,12.916,0.016,12.705,0.235,1.0,1.0,1.0,1.0,1.0,1.0,17.31761,0.002721429,16.62913,0.002553547,0000
12.175,0.007,12.167,0.013,11.537,0.153,12.483,0.007,12.508,0.013,12.112,0.189,1.0,0.0,1.0,0.0,1.0,0.0,17.70988,0.004288749,16.77121,0.003053296,0000
12.075,0.007,12.044,0.011,11.382,0.143,12.47,0.007,12.459,0.012,11.988,0.169,1.0,0.0,1.0,0.0,1.0,0.0,17.835,0.003845642,16.92357,0.002588545,0000
12.848,0.007,12.855,0.018,12.684,0.286,13.004,0.007,13.027,0.018,12.883,0.291,0.0,0.0,0.0,0.0,0.0,0.0,18.16209,0.004912625,17.23753,0.003038804,d000
12.316,0.007,12.38,0.016,12.019,0.22,12.426,0.007,12.506,0.016,12.195,0.229,1.0,1.0,1.0,1.0,1.0,1.0,17.27768,0.002796275,16.44185,0.001961497,0000
12.623,0.007,12.575,0.013,12.525,0.292,12.789,0.007,12.757,0.013,12.77,0.317,1.0,0.0,1.0,0.0,1.0,0.0,18.2907,0.006603002,17.33651,0.006990233,0000
13.437,0.009,13.427,0.028,12.967,0.316,13.457,0.009,13.45,0.028,13.01,0.323,0.0,0.0,0.0,0.0,0.0,0.0,18.055,0.004985926,17.23245,0.003982169,0000
12.616,0.007,12.637,0.021,12.109,0.227,12.709,0.008,12.738,0.021,12.262,0.241,17.0,17.0,1.0,1.0,1.0,1.0,17.97231,0.004927075,17.0106,0.002691935,0000
12.591,0.007,12.64,0.016,12.444,0.287,12.619,0.007,12.673,0.016,12.489,0.294,0.0,0.0,0.0,0.0,0.0,0.0,17.44639,0.003435911,16.54635,0.002068577,0000
11.292,0.006,11.301,0.008,9.608,0.034,11.679,0.006,11.723,0.008,10.332,0.042,1.0,0.0,1.0,0.0,1.0,0.0,16.50387,0.001914621,15.7395,0.001611438,0000
12.631,0.008,12.595,0.017,12.236,0.237,12.703,0.008,12.677,0.018,12.348,0.248,1.0,1.0,1.0,1.0,1.0,1.0,1e+20,1e+20,1e+20,1e+20,0000
12.852,0.007,12.889,0.018,12.649,0.317,12.899,0.008,12.94,0.018,12.723,0.332,1.0,1.0,1.0,1.0,1.0,1.0,17.67789,0.003419905,16.84765,0.003175772,0000
11.696,0.006,11.712,0.008,11.484,0.171,11.957,0.006,11.993,0.009,11.85,0.187,17.0,17.0,1.0,1.0,1.0,1.0,19.5728,0.02467324,18.76461,0.02792895,0000
12.163,0.008,12.147,0.017,12.091,0.319,12.478,0.008,12.481,0.017,12.546,0.361,0.0,0.0,0.0,0.0,0.0,0.0,17.89994,0.003840525,16.95937,0.002505071,0000
12.703,0.007,12.735,0.014,12.345,0.252,12.752,0.007,12.785,0.014,12.426,0.267,0.0,0.0,0.0,0.0,0.0,0.0,17.75178,0.07910922,16.90781,0.07369646,0000
12.196,0.006,12.227,0.01,11.809,0.19,12.356,0.006,12.402,0.01,11.997,0.194,1.0,1.0,1.0,1.0,1.0,1.0,17.09429,0.003049579,16.31804,0.002120638,0000
12.362,0.007,12.424,0.014,11.815,0.213,12.558,0.007,12.635,0.014,12.112,0.238,1.0,1.0,1.0,1.0,1.0,1.0,17.63273,0.003772947,16.79,0.002285896,0000
12.828,0.007,12.822,0.014,13.08,0.369,12.92,0.007,12.922,0.014,13.219,0.388,1.0,1.0,1.0,1.0,1.0,1.0,18.05802,0.004434304,17.16483,0.003300217,0000
12.924,0.009,12.944,0.017,12.231,0.275,12.973,0.009,12.999,0.018,12.338,0.294,1.0,1.0,1.0,1.0,1.0,1.0,18.15938,0.004756995,17.20233,0.003228345,0000
12.072,0.006,12.04,0.011,11.433,0.139,12.318,0.006,12.306,0.012,11.827,0.162,1.0,1.0,1.0,1.0,1.0,1.0,17.82199,0.006292115,16.83543,0.00563505,0000
12.695,0.006,12.671,0.01,12.195,0.132,12.824,0.006,12.817,0.011,12.395,0.139,1.0,1.0,1.0,1.0,1.0,1.0,17.78308,0.0037137,16.91616,0.002531488,0000
11.992,0.006,11.943,0.009,11.626,0.082,12.324,0.006,12.302,0.01,12.122,0.094,0.0,0.0,0.0,0.0,0.0,0.0,17.79445,0.004089672,16.82192,0.002633082,0000
12.593,0.008,12.59,0.02,12.353,0.225,12.748,0.009,12.757,0.021,12.595,0.247,1.0,1.0,1.0,1.0,1.0,1.0,18.19937,0.006178535,17.24782,0.004825045,0000
12.071,0.007,12.077,0.01,12.097,0.253,12.343,0.007,12.373,0.01,12.505,0.281,1.0,1.0,1.0,1.0,1.0,1.0,17.80109,0.004178246,16.89111,0.003022956,0000
13.156,0.007,13.148,0.016,13.211,0.342,13.189,0.007,13.183,0.016,13.272,0.351,1.0,1.0,1.0,1.0,1.0,1.0,18.35079,0.007152799,17.42915,0.007577945,0000
11.809,0.007,11.81,0.012,11.397,0.206,12.095,0.007,12.13,0.012,11.836,0.221,1.0,1.0,1.0,1.0,1.0,1.0,17.20782,0.002861692,16.30591,0.001872199,0000
12.67,0.008,12.663,0.012,12.314,0.298,12.858,0.008,12.878,0.013,12.626,0.329,0.0,0.0,0.0,0.0,0.0,0.0,17.64973,0.003487782,16.81397,0.00259715,0000
13.096,0.008,13.129,0.017,12.818,0.244,13.11,0.008,13.144,0.017,12.843,0.246,1.0,1.0,1.0,1.0,1.0,1.0,18.18866,0.004573936,17.23303,0.002945394,0000
12.657,0.006,12.637,0.009,11.705,0.158,12.811,0.006,12.813,0.009,12.021,0.181,16.0,16.0,0.0,0.0,0.0,0.0,18.05869,0.004075178,17.09356,0.002699809,0000
10.531,0.006,10.537,0.007,10.035,0.068,11.291,0.006,11.347,0.007,11.113,0.066,1.0,0.0,1.0,0.0,1.0,0.0,16.63294,0.006195208,15.77991,0.005483679,0000
12.815,0.007,12.821,0.013,12.606,0.342,12.867,0.007,12.879,0.013,12.671,0.344,17.0,17.0,1.0,1.0,1.0,1.0,18.01369,0.004341067,17.06946,0.003157428,0000
12.331,0.006,12.32,0.008,11.937,0.206,12.466,0.006,12.462,0.008,12.172,0.231,1.0,1.0,1.0,1.0,1.0,1.0,17.84812,0.003689273,16.84651,0.002848613,0000
11.969,0.007,11.985,0.015,11.708,0.21,12.347,0.007,12.392,0.016,12.272,0.238,1.0,1.0,1.0,1.0,1.0,1.0,17.54295,0.003349381,16.67954,0.00238357,0000
13.018,0.009,12.978,0.018,12.829,0.405,13.084,0.009,13.052,0.019,12.922,0.421,1.0,1.0,1.0,1.0,1.0,1.0,18.18054,0.007256418,17.26623,0.00470044,0000
12.352,0.007,12.302,0.013,12.077,0.267,12.493,0.007,12.457,0.013,12.306,0.288,0.0,0.0,0.0,0.0,0.0,0.0,17.56348,0.003221966,16.67463,0.002200352,0000
12.939,0.008,12.953,0.018,12.633,0.371,12.956,0.008,12.972,0.018,12.656,0.38,1.0,1.0,17.0,17.0,1.0,1.0,17.90293,0.003978529,17.01502,0.002648384,0000
12.22,0.006,12.238,0.011,11.663,0.14,12.483,0.006,12.521,0.011,12.047,0.16,1.0,1.0,1.0,1.0,1.0,1.0,17.84799,0.003818408,16.98034,0.002605578,0000
